t=0,,,,,,,,,,,,,,
0.528959315,-1,-1,-1,-1,0.535828913,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.483466822,0.460106617,0.456645282,0.513671445,0.722504887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.526362431,0.597812013,0.461818389,0.512133563,0.767454627,0.578365334,0.603740154,0.645689808,0.875,-1,-1,-1,-1,-1,-1
0.607573654,0.560966586,0.501411135,0.609025743,0.929864382,0.439260224,0.467917671,0.453993056,0.75,0.407986111,0.5,0.886450555,-1,-1,-1
0.361653646,0.416666667,0.375,0.305626222,0.680826823,0.20168925,0.147665895,0.406385634,0.971612639,0.131944444,0.25,0.100844625,0.5,1,-1
0.416860604,0.473289207,0.431278935,0.509114583,0.5,0.431382335,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.427479656,0.576569734,0.507378472,0.615379051,0.7265625,0.609375,0.588541667,0.634114583,0.8515625,-1,-1,-1,-1,-1,-1
0.521906865,0.496586323,0.488811728,0.535590278,0.75,0.543642864,0.444444444,0.5,0.75,0.5,0.5,1,-1,-1,-1
0.305035816,0.291666667,0.326342736,0.147868546,0.361252444,0.351830926,0.333333333,0.362764671,0.462957732,0.13599537,0.291666667,0.943225278,0.5,0.922638152,-1
0.466145833,0.682291667,0.557291667,0.682291667,0.94068287,0.822048611,0.911024306,0.881365741,1,-1,-1,-1,-1,-1,-1
0.5625,0.669015931,0.626736111,0.682291667,0.864583333,0.6875,0.71875,0.708333333,1,0.75,0.739583333,1,-1,-1,-1
0.135827223,0.431640625,0.431640625,0.25,0.033956806,0.067913611,0.25,0.5,1,0,0.25,1,0.5,1,-1
0.5,-1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,-1,-1,-1
0.142493219,-1,0.166666667,0.271654445,0.86328125,0.514547621,0.153378499,0.477127445,0.819476767,0.04533179,0.263888889,0.971612639,0.5,0.879443107,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
